"Product page","Category","Etsy SKU","Child inventory SKU","Quantity per pack"
"3D Bead Cow Bead","focal-beads","FOC-ANI-3D-CWGNME-5PK","FOC-ANI-3D-CWGNME-1PK","5"
"ilicone Round Bead","focal-beads","SIL-LENT-ORG-10PK","SIL-LENT-ORG-1PK","10"
"65mm Printed  ilicone Ring","focal-beads","ACC-RNGRSES-5PK","ACC-RNGRSES-1PK","5"
"Excavator Truck Bead","focal-beads","FOC-VEH-XCVTR-YEL-5PK","FOC-VEH-XCVTR-YEL-1PK","5"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-RED-GF-20-5PK","ACR-RED-GF-20-1PK","5"
"3D Bead Toilet Paper Bead","focal-beads","FOC-MSC-3D-TLTPPR-5PK","FOC-MSC-3D-TLTPPR-1PK","5"
"Ca ino  ilicone Bead","focal-beads","FOC-REC-CRDSFLSPD-5PK","FOC-REC-CRDSFLSPD-1PK","5"
"Funny Bead","charms-dangles","FOC-XMS-OSNP-5PK","FOC-XMS-OSNP-1PK","5"
"Bow Bead","focal-beads","FOC-XMS-SNTABOW-5PK","FOC-XMS-SNTABOW-1PK","5"
"2","acrylic","ACR-PNTSWRL-BLU-20MM-20PK","ACR-PNTSWRL-BLU-20MM-1PK","20"
"3D Coffee Cup Bead","charms-dangles","FOC-FOD-3DMOMRGHTCP-5PK","FOC-FOD-3DMOMRGHTCP-1PK","5"
"Mardi Gra  Bead","focal-beads","FOC-HOL-BGBDS-5PK","FOC-HOL-BGBDS-1PK","5"
"Beaded Pen Blank","beadable-pen-blanks","PEN-SOL-GLTPUR-5PK","PEN-SOL-GLTPUR-1PK","5"
"Paw Print Bead","focal-beads","FOC-ANI-HRTPW-5PK","FOC-ANI-HRTPW-1PK","5"
"16mm Skeleton Face Beads AB Acrylic Halloween Beads Iridescent White Spooky Face Beads for Pens Keychains Jewelry Crafts","acrylic","ACR-16MM-WHTSKLTNFCE-25PK","ACR-16MM-WHTSKLTNFCE-1PK","25"
"16mm Bead","acrylic","ACR-16MM-PSTL-IVRY-10PK","ACR-16MM-PSTL-IVRY-1PK","10"
"Cro  Bead","focal-beads","FOC-MSC-BLKSNFLWCRSS-5PK","FOC-MSC-BLKSNFLWCRSS-1PK","5"
"Baby Cow Bead","charms-dangles","FOC-ANI-PNKHAT-5PK","FOC-ANI-PNKHAT-1PK","5"
"Beaded Pen Blank","beadable-pen-blanks","PEN-SOL-BRTYEL-5PK","PEN-SOL-BRTYEL-1PK","5"
"Gnome Bead","focal-beads","FOC-HAL-HALWNGNME-5PK","FOC-HAL-HALWNGNME-1PK","5"
"16mm Ocean Blue Rhine tone Bead","rhinestone-beads","RHNST-OCNBLU-16MM-10PK","RHNST-OCNBLU-16MM-1PK","10"
"Beaded Pen Blank","beadable-pen-blanks","PEN-SOL-SKYBLU-10PK","PEN-SOL-SKYBLU-1PK","10"
"3D Cat  ilicone Focal Bead","focal-beads","FOC-ANI-3D-TAILDKGRY-5PK","FOC-ANI-3D-TAILDKGRY-1PK","5"
"20mm  olid Navy Blue Bead","acrylic","ACR-20MM-SLD-NVY-10PK","ACR-20MM-SLD-NVY-1PK","10"
"Book Bead","focal-beads","FOC-SCH-BLKBOOK-5PK","FOC-SCH-BLKBOOK-1PK","5"
"unflower Pen Bundle Pack","mixes-bundles-kits","PEN-BNDL-SUN-5PK","PEN-BNDL-SUN-5PK","5"
"Duck Bead","focal-beads","FOC-ANI-YELDCK-5PK","FOC-ANI-YELDCK-1PK","5"
"16mm Acrylic Bead","acrylic","ACR-16MM-SHIM-YEL-20PK","ACR-16MM-SHIM-YEL-1PK","20"
"t. Patrick'  Day Bead","focal-beads","FOC-HOL-PTGLD-5PK","FOC-HOL-PTGLD-1PK","5"
"3D Bead  ilicone Focal Bead","charms-dangles","FOC-FOD-BTFRSTCFFEE-5PK","FOC-FOD-BTFRSTCFFEE-1PK","5"
"ilicone Round Bead","focal-beads","SIL-15MM-DKRED-10PK","SIL-15MM-DKRED-1PK","10"
"Horror Character Bead","focal-beads","FOC-HAL-PMPKNHRT-5PK","FOC-HAL-PMPKNHRT-1PK","5"
"Acrylic Flatback","charms-dangles","FLB-DOLPN-5PK","FLB-DOLPN-1PK","5"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-DKPNKBCHBLL-20MM-5PK","ACR-DKPNKBCHBLL-20MM-1PK","5"
"20mm  olid Light Blue Bead","acrylic","ACR-20MM-SLD-LTBLU-5PK","ACR-20MM-SLD-LTBLU-1PK","5"
"Ice Cream Bead","focal-beads","FOC-FOD-PURCREAM-5PK","FOC-FOD-PURCREAM-1PK","5"
"Grandma Bead","focal-beads","FOC-FAM-NANA-PNK-5PK","FOC-FAM-NANA-PNK-1PK","5"
"Medical 3D  ilicone Focal Bead","focal-beads","FOC-OCC-PLLCPSL-5PK","FOC-OCC-PLLCPSL-1PK","5"
"nowflake Bead","focal-beads","FOC-XMS-WHTSNWFLKE-5PK","FOC-XMS-WHTSNWFLKE-1PK","5"
"16mm  olid Grey Bead","acrylic","ACR-16MM-SLD-GRY-10PK","ACR-16MM-SLD-GRY-1PK","10"
"15mm Fuzzy  pacer Bead","spacers-accessories","ACC-FZZY-BLK-10PK","ACC-FZZY-BLK-1PK","10"
"Funny  aying  Bead","charms-dangles","FOC-SAR-LTTHNUGLY-5PK","FOC-SAR-LTTHNUGLY-1PK","5"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-ORGPMPKN-20MM-5PK","ACR-ORGPMPKN-20MM-1PK","5"
"Retro Bead","spacers-accessories","SIL15-PRNT-RTRPNK-10PK","SIL15-PRNT-RTRPNK-1PK","10"
"M","silicone","SIL15-PRNT-PURMTTLC-5PK","SIL15-PRNT-PURMTTLC-1PK","5"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-BLKCWPRNT-20MM-5PK","ACR-BLKCWPRNT-20MM-1PK","5"
"Light Purple  himmer Acrylic Bead","acrylic","ACR-20MM-SHIM-LTPUR-5PK","ACR-20MM-SHIM-LTPUR-1PK","5"
"16mm Bead","spacers-accessories","ACR-16MM-BLK-SPRL-10PK","ACR-16MM-BLK-SPRL-1PK","10"
"Chri tma  Bead","uncategorized","SIL15-PRNT-SNTA-5PK","SIL15-PRNT-SNTA-1PK","5"
"20mm Bead","rhinestone-beads","RHNST-YELBLK-20MM-5PK","RHNST-YELBLK-20MM-1PK","5"
"keleton Bead","focal-beads","FOC-HAL-SLLYGRN-5PK","FOC-HAL-SLLYGRN-1PK","5"
"12mm  ilicone Bead Mix","mixes-bundles-kits","SIL-12MM-MIX-50PC","SIL-12MM-MIX-50PC","50"
"Beadable Keychain","beadable-products","BLK-KEY-REG-BLK-5PK","BLK-KEY-REG-BLK-1PK","5"
"Dog Paw Keychain Bar","beadable-products","BLK-DOGPAW-DKPUR-5PK","BLK-DOGPAW-DKPUR-1PK","5"
"Printed Bead  ilicone Round Bead","silicone","SIL15-PRNT-CAMO-10PK","SIL15-PRNT-CAMO-1PK","10"
"pooky Bead","focal-beads","FOC-HAL-PNKSPKY-5PK","FOC-HAL-PNKSPKY-1PK","5"
"ilicone Round Bead","focal-beads","SIL-12MM-RED-10PK","SIL-12MM-RED-1PK","10"
"Beaded Pen Blank","beadable-pen-blanks","PEN-SOL-GLTRED-5PK","PEN-SOL-GLTRED-1PK","5"
"Mama Bead","focal-beads","FOC-FAM-PNKGLTTMOM-5PK","FOC-FAM-PNKGLTTMOM-1PK","5"
"16mm Bead","acrylic","ACR-16MM-UVAB-DKBLU-25PK","ACR-16MM-UVAB-DKBLU-1PK","25"
"Deer Bead","charms-dangles","FOC-ANI-MNTGRNDEER-5PK","FOC-ANI-MNTGRNDEER-1PK","5"
"Gho t Bead","focal-beads","FOC-HAL-GHSTBK-PUR-5PK","FOC-HAL-GHSTBK-PUR-1PK","5"
"16mm Bubblegum Bead","mixes-bundles-kits","ACR-CHRIS-BELLS-16-20PK","ACR-CHRIS-BELLS-16-20PK","20"
"Dad Bead","focal-beads","FOC-FAM-MUSDAD-5PK","FOC-FAM-MUSDAD-1PK","5"
"Cardiology Bead","focal-beads","FOC-OCC-NRSCW-5PK","FOC-OCC-NRSCW-1PK","5"
"Acrylic Flatback","charms-dangles","FLB-SMLFLWR-5PK","FLB-SMLFLWR-1PK","5"
"2","acrylic","ACR-PNTSWRL-YEL1-20MM-5PK","ACR-PNTSWRL-YEL1-20MM-1PK","5"
"Large Hole  pacer","spacers-accessories","ACC-FRRY-HTPNK-5PK","ACC-FRRY-HTPNK-1PK","5"
"20mm  olid Navy Blue Bead","acrylic","ACR-20MM-SLD-NVY-5PK","ACR-20MM-SLD-NVY-1PK","5"
"Farmhou e Goo e Flatback","acrylic-flatbacks","FLB-FRMDCK-5PK","FLB-FRMDCK-1PK","5"
"Racing Focal Bead","focal-beads","FOC-FAM-RCNGRL-5PK","FOC-FAM-RCNGRL-1PK","5"
"20mm White Rhine tone  wirl Bead","rhinestone-beads","RHNST-SWRL-WHTGRN-10PK","RHNST-SWRL-WHTGRN-1PK","10"
"M","mixes-bundles-kits","SIL15-PRNT-YELMRBL-5PK","SIL15-PRNT-YELMRBL-1PK","5"
"Beadable Cup  traw Attachment","beadable-products","BLK-MKC-MINI-YEL-5PK","BLK-MKC-MINI-YEL-1PK","5"
"Brown Cow Bead","uncategorized","SIL15-PRNT-BRNCW-5PK","SIL15-PRNT-BRNCW-1PK","5"
"Hor e Bead","focal-beads","FOC-ANI-BRNHRSHOE-5PK","FOC-ANI-BRNHRSHOE-1PK","5"
"Chri tma   ilicone Jar Focal Bead","focal-beads","HAL-3D-JR-GNGRBRD-5PK","HAL-3D-JR-GNGRBRD-1PK","5"
"3D Cardinal Bead","focal-beads","FOC-ANI-3D-CRDNL-5PK","FOC-ANI-3D-CRDNL-1PK","5"
"3D Bead Book Worm Bead","focal-beads","FOC-SCH-TEALBKWRM-5PK","FOC-SCH-TEALBKWRM-1PK","5"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-BLKBCHBLL-16MM-5PK","ACR-BLKBCHBLL-16MM-1PK","5"
"20mm Bubblegum Bead","acrylic","ACR-AMRCNPLD-20MM-5PK","ACR-AMRCNPLD-20MM-1PK","5"
"Pearl  pacer","spacers-accessories","ACC-PEARL-10MM-50PK","ACC-PEARL-10MM-1PK","50"
"18mm Marbled Pumpkin XL Hole Bead","acrylic","ACR-18MM-TEALMRBL-PMKN-10PK","ACR-18MM-TEALMRBL-PMKN-1PK","10"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-SHIM-LTGRN-5PK","ACR-20MM-SHIM-LTGRN-1PK","5"
"Fluffy Bead Pen Blank","beadable-pen-blanks","PEN-FLUFF-YEL-5PK","PEN-FLUFF-YEL-1PK","5"
"20mm Bead","rhinestone-beads","RHNST-YEL-20MM-2PK","RHNST-YEL-20MM-1PK","2"
"Beaded Pen Blank","beadable-pen-blanks","PEN-SOL-WHT-5PK","PEN-SOL-WHT-1PK","5"
"Beadable Garden Tool  et","beadable-products","GRDN-YEL-4PK","GRDN-YEL-1PK","4"
"Unicorn Bead","focal-beads","FOC-MSC-PNKUNCRN-5PK","FOC-MSC-PNKUNCRN-1PK","5"
"16mm  olid Lime Green Bead","acrylic","ACR-16MM-SLD-LMGRN-25PK","ACR-16MM-SLD-LMGRN-1PK","25"
"Cowboy Boot Bead","focal-beads","FOC-WES-PNKCWBYBTS-5PK","FOC-WES-PNKCWBYBTS-1PK","5"
"15mm Bead","charms-dangles","SIL15-PRNT-BLKSTRI-5PK","SIL15-PRNT-BLKSTRI-1PK","5"
"Coffee Cup Bead","focal-beads","FOC-FOD-CFFCPCHCLT-5PK","FOC-FOD-CFFCPCHCLT-1PK","5"
"Bead  for Teacher","focal-beads","FOC-SCH-APPLWHT-5PK","FOC-SCH-APPLWHT-1PK","5"
"Pencil Bead","focal-beads","FOC-SCH-PNCL-THRD-5PK","FOC-SCH-PNCL-THRD-1PK","5"
"2","acrylic","ACR-PNTSWRL-YEL1-20MM-10PK","ACR-PNTSWRL-YEL1-20MM-1PK","10"
"Patriotic Bead","focal-beads","FOC-PAT-MRCNBW-5PK","FOC-PAT-MRCNBW-1PK","5"
"Printed  ilicone Round Bead","silicone","SIL15-PRNT-PTRCKDY-10PK","SIL15-PRNT-PTRCKDY-1PK","10"
"Glitter Bead","silicone","SIL15-PRNT-CHTAHGLIT-5PK","SIL15-PRNT-CHTAHGLIT-1PK","5"
"Beadable Garden Tool  et","beadable-products","GRDN-BLK-2PK","GRDN-BLK-1PK","2"
"16mm Ivory Pearl Bead","acrylic","ACR-16MM-PRL-IVORY-20PK","ACR-16MM-PRL-IVORY-1PK","20"
"Cro  Bead","focal-beads","FOC-MSC-CAMOCRSS-5PK","FOC-MSC-CAMOCRSS-1PK","5"
"M","mixes-bundles-kits","SIL15-PRNT-LTORGMRBL-5PK","SIL15-PRNT-LTORGMRBL-1PK","5"
"t Patrick’  Day 20mm Acrylic Bead","acrylic","ACR-20MM-HOL-GRNCLVRPUR-10PK","ACR-20MM-HOL-GRNCLVRPUR-1PK","10"
"16mm Rhine tone Bead","rhinestone-beads","RHNST-RED-16MM-2PK","RHNST-RED-16MM-1PK","2"
"20mm Bead","rhinestone-beads","RHNST-BLKSLV-20MM-2PK","RHNST-BLKSLV-20MM-1PK","2"
"Dental Focal Bead","charms-dangles","FOL-OCC-MTHWSH-5PK","FOL-OCC-MTHWSH-1PK","5"
"16mm Bead","mixes-bundles-kits","ACR-16MM-UVAB-LMGRN-10PK","ACR-16MM-UVAB-LMGRN-1PK","10"
"Printed Bead  ilicone Round Bead","silicone","SIL15-PRNT-PAW-5PK","SIL15-PRNT-PAW-1PK","5"
"Gingerbread Acrylic Bead  10 Pack","clearance-section","CLEARANCE-BADCOOKIE-10PK","CLEARANCE-BADCOOKIE-10PK","10"
"20mm Bead","rhinestone-beads","RHNST-ORG-20MM-10PK","RHNST-ORG-20MM-1PK","10"
"Large Hole  pacer","spacers-accessories","ACC-FRRY-LTBLU-25PK","ACC-FRRY-LTBLU-1PK","25"
"Purple Bead Mix","mixes-bundles-kits","ACR-PURMIXNEW-20MM-10PK","ACR-PURMIXNEW-20MM-1PK","10"
"Large Hole  pacer","spacers-accessories","ACC-CRCKD-BEI-25PK","ACC-CRCKD-BEI-1PK","25"
"illy Goo e Flatback","acrylic-flatbacks","FLB-SILLYMIX-3PK","FLB-SILLYMIX-3PK","3"
"20mm Acrylic Bead","mixes-bundles-kits","ACR-20MM-SHIM-YEL-10PK","ACR-20MM-SHIM-YEL-1PK","10"
"Green Plaid Bead","mixes-bundles-kits","SIL15-PRNT-GRNBFFLO-5PK","SIL15-PRNT-GRNBFFLO-1PK","5"
"port  Bow  ilicone Focal Bead","focal-beads","FOC-SPT-SCCRBGBW-5PK","FOC-SPT-SCCRBGBW-1PK","5"
"Beaded Pen Blank","beadable-pen-blanks","PEN-CHR-BLUCHR-5PK","PEN-CHR-BLUCHR-1PK","5"
"16mm Acrylic Bead","acrylic","ACR-16MM-SHIM-PUR-5PK","ACR-16MM-SHIM-PUR-1PK","5"
"20mm Bubblegum Bead","acrylic","ACR-BFF-20MM-5PK","ACR-BFF-20MM-1PK","5"
"10mm Sports Bead","spacers-accessories","ACR-10MM-SPRTS-BSBLL-100PK","ACR-10MM-SPRTS-BSBLL-1PK","100"
"16mm Gold Pearl Bead","acrylic","ACR-16MM-PRL-GLD-10PK","ACR-16MM-PRL-GLD-1PK","10"
"P","focal-beads","FOC-PAT-CRCLBRTY-5PK","FOC-PAT-CRCLBRTY-1PK","5"
"20mm Bead","rhinestone-beads","RHNST-BLK-20MM-5PK","RHNST-BLK-20MM-1PK","5"
"Bright Bead","silicone","SIL-15MM-BRGHTRED-5PK","SIL-15MM-BRGHTRED-1PK","5"
"16mm Bead","acrylic","ACR-16MM-UVAB-YEL-10PK","ACR-16MM-UVAB-YEL-1PK","10"
"Ea ter Bead","focal-beads","FOC-HOL-PEEPSKE-5PK","FOC-HOL-PEEPSKE-1PK","5"
"Empty 3D  ilicone Jar Focal Bead","focal-beads","3D-JR-EMPTY-MIX-4PK","3D-JR-EMPTY-MIX-4PK","4"
"t Patrick’  Day Flatback Cabochon","charms-dangles","FLB-HOL-GRNRNBW-5PK","FLB-HOL-GRNRNBW-1PK","5"
"Wine  topper","beadable-products","BLK-WNSTPPR-ORG-2PK","BLK-WNSTPPR-ORG-1PK","2"
"16mm  olid Dark Pink Bead","acrylic","ACR-16MM-SLD-DKPNK-5PK","ACR-16MM-SLD-DKPNK-1PK","5"
"Acrylic Flatback","charms-dangles","FLB-SHKRSTCKNG-5PK","FLB-SHKRSTCKNG-1PK","5"
"65mm Printed  ilicone Ring","focal-beads","ACC-RNGUNDRSEA-5PK","ACC-RNGUNDRSEA-1PK","5"
"16mm Bead","acrylic","ACR-16MM-NEON-ORG-5PK","ACR-16MM-NEON-ORG-1PK","5"
"3D Bead  anta Bead","charms-dangles","FOC-XMS-3D-SNTAFACE-5PK","FOC-XMS-3D-SNTAFACE-1PK","5"
"Acrylic Flatback","charms-dangles","FLB-PEDNUR-5PK","FLB-PEDNUR-1PK","5"
"2","acrylic","ACR-PNTSWRL-BLU-20MM-10PK","ACR-PNTSWRL-BLU-20MM-1PK","10"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-BSBLL-20MM-10PK","ACR-BSBLL-20MM-1PK","10"
"Beaded Pen Blank","beadable-pen-blanks","PEN-CHR-BLU-5PK","PEN-CHR-BLU-1PK","5"
"Pencil Bead","focal-beads","FOC-SCH-PNCLBWYEL-5PK","FOC-SCH-PNCLBWYEL-1PK","5"
"ilicone Round Bead","focal-beads","SIL-12MM-XMASGRN-10PK","SIL-12MM-XMASGRN-1PK","10"
"Silicone Blue Spacer Beads Round Abacus Lentil Beads 12mm 14mm 15mm for Beadable Pens Keychains DIY Crafts Bulk 5pc 10pc","spacers-accessories","SIL-ABA-BLU-5PK","SIL-ABA-BLU-1PK","5"
"Vet Tech Bead","focal-beads","FOC-OCC-VTTECH-5PK","FOC-OCC-VTTECH-1PK","5"
"ilicone Round Bead","focal-beads","SIL-12MM-LMGRN-10PK","SIL-12MM-LMGRN-1PK","10"
"Medical  ymbol Bead","focal-beads","FOC-PAT-EMS-5PK","FOC-PAT-EMS-1PK","5"
"Cro  Bead","focal-beads","FOC-MSC-RSSCRSS-5PK","FOC-MSC-RSSCRSS-1PK","5"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-PURSPRNKL-20MM-10PK","ACR-PURSPRNKL-20MM-1PK","10"
"Marijuana Bead","focal-beads","FOC-ADT-420SLTNS-5PK","FOC-ADT-420SLTNS-1PK","5"
"14mm Dark Pink Rhine tone Bead","rhinestone-beads","RHNST-DKPNK-14MM-5PK","RHNST-DKPNK-14MM-1PK","5"
"Large Hole  pacer","spacers-accessories","ACC-FRRY-GRY-10PK","ACC-FRRY-GRY-1PK","10"
"16mm Crochet Bead","spacers-accessories","ACC-CRCHT-DKYEL-5PK","ACC-CRCHT-DKYEL-1PK","5"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-BLUBCHBLL-20MM-20PK","ACR-BLUBCHBLL-20MM-1PK","20"
"Girlie Bead","focal-beads","FOC-REC-MKEUPJNK-5PK","FOC-REC-MKEUPJNK-1PK","5"
"Fall Bead","focal-beads","FOC-HOL-CWBYTRKY-5PK","FOC-HOL-CWBYTRKY-1PK","5"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-CKKIESHP-20MM-20PK","ACR-CKKIESHP-20MM-1PK","20"
"Rhine tone Bead Pen Blank","rhinestone-beads","PEN-RHNST-HTPNK-5PK","PEN-RHNST-HTPNK-1PK","5"
"Woodland Friend  Bead","spacers-accessories","SIL15-PRNT-WDLND-10PK","SIL15-PRNT-WDLND-1PK","10"
"20mm Bubblegum Bead","acrylic","ACR-PNDA-20MM-20PK","ACR-PNDA-20MM-1PK","20"
"Halloween Bead","uncategorized","SIL15-PRNT-HLLWNORGPMPKN-5PK","SIL15-PRNT-HLLWNORGPMPKN-1PK","5"
"12mm Bead","mixes-bundles-kits","ACR-12BLOCK-GRNGNGRBD-5PK","ACR-12BLOCK-GRNGNGRBD-1PK","5"
"Di c  pacer","spacers-accessories","ACC-DISC-RGLD-50PK","ACC-DISC-RGLD-1PK","50"
"3D Bead Bat Bead","focal-beads","FOC-HAL-3D-HAT-5PK","FOC-HAL-3D-HAT-1PK","5"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-STFTBLL-20MM-5PK","ACR-STFTBLL-20MM-5PK","5"
"Acrylic  tar Charm","charms-dangles","ACC-CHRM-HOLOSTR-10PK","ACC-CHRM-HOLOSTR-1PK","10"
"16mm Rhine tone Bead","rhinestone-beads","RHNST-BLK-16MM-2PK","RHNST-BLK-16MM-1PK","2"
"Beaded Pen Blank","beadable-pen-blanks","PEN-SOL-GLTDKMNT-10PK","PEN-SOL-GLTDKMNT-1PK","10"
"16mm  olid Light Blue Bead","acrylic","ACR-16MM-SLD-LTBLU-25PK","ACR-16MM-SLD-LTBLU-1PK","25"
"Cup Charm Wire","beadable-products","BLK-WIRE-BLK-5PK","BLK-WIRE-BLK-1PK","5"
"Funny Teacher Focal Bead","focal-beads","FOC-SCH-PRPRFSSNALERA-5PK","FOC-SCH-PRPRFSSNALERA-1PK","5"
"F","acrylic-flatbacks","FLB-FLL-STTCHD-5PK","FLB-FLL-STTCHD-1PK","5"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-BLKSPDRWB-20MM-5PK","ACR-BLKSPDRWB-20MM-1PK","5"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-SNTABBY-20MM-5PK","ACR-SNTABBY-20MM-1PK","5"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-GRY-3PK","BLK-BDRL-CLIP-GRY-1PK","3"
"20mm Bubblegum Bead","mixes-bundles-kits","ACR-STFTBLL-20MM-10PK","ACR-STFTBLL-20MM-10PK","10"
"20mm Acrylic Bead","acrylic","ACR-20MM-SHIM-WHT-5PK","ACR-20MM-SHIM-WHT-1PK","5"
"Acrylic Flatback","charms-dangles","FLB-PNKBOW-5PK","FLB-PNKBOW-1PK","5"
"t Patrick’  Day 20mm Acrylic Bead","acrylic","ACR-20MM-HOL-GRNHRT-5PK","ACR-20MM-HOL-GRNHRT-1PK","5"
"12mm Bead","mixes-bundles-kits","ACR-12BLOCK-YELSTCKNG-5PK","ACR-12BLOCK-YELSTCKNG-1PK","5"
"15mm Bead","charms-dangles","SIL15-PRNT-DKPNKSWL-10PK","SIL15-PRNT-DKPNKSWL-1PK","10"
"2","acrylic","ACR-20MM-HOL-ESTRGNM-5PK","ACR-20MM-HOL-ESTRGNM-1PK","5"
"10mm Sports Bead","spacers-accessories","ACR-10MM-SPRTS-FTBLL-10PK","ACR-10MM-SPRTS-FTBLL-1PK","10"
"16mm Bead","acrylic","ACR-16MM-PSTL-BLU-25PK","ACR-16MM-PSTL-BLU-1PK","25"
"3D Ba eball Cheer Focal Bead","focal-beads","FOC-SPT-3D-BSBLLMIX-3PK","FOC-SPT-3D-BSBLLMIX-3PK","3"
"15mm Cracked Bead","spacers-accessories","SIL15-PRNT-CRCKDLTBLU-10PK","SIL15-PRNT-CRCKDLTBLU-1PK","10"
"Beaded Pen Blank","beadable-pen-blanks","PEN-SOL-HOTPNK-10PK","PEN-SOL-HOTPNK-1PK","10"
"Large Hole  pacer","spacers-accessories","ACC-FRRY-BLK-5PK","ACC-FRRY-BLK-1PK","5"
"10mm Sports Bead","spacers-accessories","ACR-10MM-SPRTS-BSBLL-25PK","ACR-10MM-SPRTS-BSBLL-1PK","25"
"M","silicone","SIL15-PRNT-PURMTTLC-10PK","SIL15-PRNT-PURMTTLC-1PK","10"
"F","mixes-bundles-kits","ACR-16MM-FRSTD-DKPNK-5PK","ACR-16MM-FRSTD-DKPNK-1PK","5"
"t Patrick’  Day 20mm Acrylic Bead","acrylic","ACR-20MM-HOL-GRNCLVRPUR-20PK","ACR-20MM-HOL-GRNCLVRPUR-1PK","20"
"10mm Sports Bead","spacers-accessories","ACR-10MM-SPRTS-SFTBLL-50PK","ACR-10MM-SPRTS-SFTBLL-1PK","50"
"3D Baby Bear Bead","focal-beads","FOC-ANI-3D-GRYBBYBR-5PK","FOC-ANI-3D-GRYBBYBR-1PK","5"
"F","focal-beads","FOC-SAR-GVSASHT-5PK","FOC-SAR-GVSASHT-1PK","5"
"3D Police Focal Bead","charms-dangles","FOC-OCC-3D-BLKPLCAR-5PK","FOC-OCC-3D-BLKPLCAR-1PK","5"
"Ea ter Bead","focal-beads","FOC-HOL-PNKCHTTHBNNY-5PK","FOC-HOL-PNKCHTTHBNNY-1PK","5"
"3D Bead Bee Bead","focal-beads","FOC-ANI-3D-BEE-5PK","FOC-ANI-3D-BEE-1PK","5"
"ilicone Round Bead","focal-beads","SIL-12MM-GRY-10PK","SIL-12MM-GRY-1PK","10"
"16mm Acrylic Bead","acrylic","ACR-16MM-SHIM-BLU-5PK","ACR-16MM-SHIM-BLU-1PK","5"
"10mm Wide Hole Gem  pacer","rhinestone-beads","ACC-GEM-WDHL-PNK-10PK","ACC-GEM-WDHL-PNK-1PK","10"
"16mm Gold Rhine tone Bead","rhinestone-beads","RHNST-GLD-16MM-10PK","RHNST-GLD-16MM-1PK","10"
"Flip Flop Focal Bead","focal-beads","FOC-SPRNG-FLPFLP-WHT-5PK","FOC-SPRNG-FLPFLP-WHT-1PK","5"
"3D Trophy Bead","focal-beads","FOC-SPT-3D-TRPHY-5PK","FOC-SPT-3D-TRPHY-1PK","5"
"3D Bead Patriotic Gnome","focal-beads","FOC-PAT-3D-REDGNME-5PK","FOC-PAT-3D-REDGNME-1PK","5"
"3D Bead Bat Bead","charms-dangles","FOC-ANI-3D-METSLVBAT-5PK","FOC-ANI-3D-METSLVBAT-1PK","5"
"Badge Reel","beadable-products","BLK-BDRL-CLIP-LTPUR-3PK","BLK-BDRL-CLIP-LTPUR-1PK","3"
"Candy Bead","focal-beads","FOC-XMS-PURCNDY-5PK","FOC-XMS-PURCNDY-1PK","5"
"Dach hund Flatback","acrylic-flatbacks","FLB-WENRDOG-5PK","FLB-WENRDOG-1PK","5"
"Pumpkin  pice Bead","focal-beads","FOC-FOD-PMPKNSPC-5PK","FOC-FOD-PMPKNSPC-1PK","5"
"20mm Bubblegum Bead","acrylic","ACR-REDSWRL-20MM-20PK","ACR-REDSWRL-20MM-1PK","20"
"16mm Bead","acrylic","ACR-16MM-PSTL-IVRY-25PK","ACR-16MM-PSTL-IVRY-1PK","25"
"3D Bead Rainbow Bead","focal-beads","FOC-HAL-3D-BGRNBW-5PK","FOC-HAL-3D-BGRNBW-1PK","5"
"M","mixes-bundles-kits","SIL15-PRNT-PURMRBL-10PK","SIL15-PRNT-PURMRBL-1PK","10"
"12mm Bead","spacers-accessories","ACR-12MM-CRCKD-BLU-20PK","ACR-12MM-CRCKD-BLU-1PK","20"
"Dragonfly  ilicone Focal Bead","focal-beads","FOC-ANI-DRGNFLY-MIX-4PK","FOC-ANI-DRGNFLY-MIX-4PK","4"
"Coffee Cup Bead","focal-beads","FOC-FOD-CFFCPNVJOWHT-5PK","FOC-FOD-CFFCPNVJOWHT-1PK","5"
"16mm Bead","mixes-bundles-kits","ACR-16MM-METAL-GLD-10PK","ACR-16MM-METAL-GLD-1PK","10"
"20mm Bead","rhinestone-beads","RHNST-SLV-20MM-2PK","RHNST-SLV-20MM-1PK","2"
"Rainbow Bead","uncategorized","SIL15-PRNT-RNBWS-5PK","SIL15-PRNT-RNBWS-1PK","5"
"20mm  port  Rhine tone Bead","rhinestone-beads","RHNST-BSBLL-5PK","RHNST-BSBLL-1PK","5"
